username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags
tonyking8652,man,,Essen-Germany,2009,497,290,6,7,22,72,154,37,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', '60+ Traveler']"
219federicas,Woman,,Cambridge-United Kingdom,2012,34,14,3,0,0,3,3,9,[]
422michall,,,Prague-Czech Republic,2014,53,94,6,0,1,15,51,27,[]
lorrainetSeattle,Woman,,Edison-Washington,2009,242,86,5,1,6,4,26,49,"['Nature Lover', 'Eco-tourist', 'Backpacker']"
dianatT422TU,,,Fort Lauderdale-Florida,2012,2,4,1,0,0,0,0,4,[]
digitalnomad805,,,Goleta-California,2010,32,4,2,0,0,1,2,1,[]
emilyhQ2138TY,,,,2018,81,54,5,0,0,10,16,32,[]
MuraliS516,man,35-49,Antwerp-Belgium,2012,123,140,6,3,6,17,59,57,[]
Travel-Lightbeam,Woman,,Fife-Scotland,2009,74,157,6,2,14,34,75,32,[]
kirstenbreguet,,,Bristol-United Kingdom,2019,16,52,5,1,0,2,0,49,[]
mandop563,,,,2016,4,14,3,0,0,1,5,8,[]
LightupYourWorld,woman,50-64,Larkhall-United Kingdom,2012,50,61,5,0,1,3,16,42,[]
KennethSeet1975,,,Singapore-Singapore,2017,25,73,6,0,1,7,21,54,[]
440ievam,,,,2014,16,27,4,2,5,7,6,7,[]
cguevara,man,35-49,Zakynthos-Greece,2007,31,73,5,2,5,13,32,21,[]
wschwiner,,,Albuquerque-New Mexico,2008,460,28,4,1,1,3,8,26,[]
99skidevil,,,Temecula-United States,2015,153,55,5,0,1,5,15,38,[]
darylosw,,,Singapore-Singapore,2019,14,36,4,0,2,8,4,26,[]
C1682YVkaterinak,,,Athens-Greece,2019,,3,1,0,0,0,0,3,[]
Killer927,,,Puebla-Mexico,2012,2,2,1,,,,,,[]
Nasgan,,,Stockholm-Sweden,2013,107,18,4,1,1,4,8,5,[]
Loratimes,,,,2011,18,22,3,0,2,5,2,13,[]
964pera,man,35-49,Cardiff,2014,15,45,4,0,0,6,10,29,[]
184naseemg,Woman,,Stockholm-Sweden,2016,16,33,4,9,0,9,9,7,[]
gettinlm,man,25-34,Saint Louis-Missouri,2011,16,24,4,0,0,1,7,17,[]
ajanae,,,Grand Prairie-Texas,2013,24,24,4,0,0,4,2,18,[]
413rebeccak,,,,2014,2,13,3,0,0,0,0,13,[]
SoCalOregonian,man,50-64,Murrieta-California,2010,693,034,6,15,73,966,1,599,"['Like a Local', 'History Buff', 'Nature Lover', '60+ Traveler']"
mel7155,man,35-49,Singapore-Singapore,2009,223,540,6,27,53,125,134,205,"['Foodie', 'History Buff', 'Nature Lover']"
stiflerakoss,,,Athens-Greece,2012,17,9,2,0,1,0,2,6,[]
Lucas1981b,,,Brussels-Belgium,2018,3,6,2,1,3,0,2,0,[]
Ankush_2001,man,25-34,National Capital Territory of Delhi-India,2012,38,171,6,5,8,28,38,111,[]
DonCesar,man,35-49,Nuremberg-Germany,2008,714,442,6,8,35,210,428,766,[]
EnglishWomanAbroad1,,,South Wales-United Kingdom,2016,75,132,6,6,4,9,13,102,[]
samuray500,,,Aveiro-Portugal,2016,6,7,2,1,1,3,0,2,[]
Dr_Sameerz,,,Dammam,2013,23,35,4,0,0,10,13,12,[]
yxhagi,,,Ladysmith-Canada,2018,8,17,3,4,2,1,4,6,[]
Zaara_D,,,Lewis Center-Ohio,2006,32,75,6,2,6,15,14,38,[]
801eserb,,,Istanbul-Turkey,2016,5,8,2,0,0,0,2,6,[]
JE285,,,San Antonio-Texas,2012,305,348,6,6,12,55,144,139,[]
Susan97301,woman,35-49,Salem-Oregon,2008,16,18,3,1,0,3,9,7,[]
GWRRA,,,,2019,800,2,1,,,,,,[]
AFSHIN_AB,man,25-34,Iran,2018,39,13,3,1,0,2,3,10,[]
LipVenom,,,London-United Kingdom,2010,37,41,5,0,2,6,6,27,[]
AhmedBB,man,25-34,Dubai-United Arab Emirates,2012,78,38,5,3,2,2,10,21,[]
mousey75,woman,35-49,Siloam Springs-Arkansas,2010,39,164,6,5,2,21,59,80,[]
shcizmo,woman,25-34,Singapore-Singapore,2013,55,150,6,0,1,10,77,63,[]
patrF9820XR,,,,2018,5,6,2,0,0,0,0,6,[]
Jaguaren,,,,2016,13,29,4,0,0,3,8,18,[]
around_go,,,Dublin-Ireland,2019,2,4,1,0,2,0,1,1,[]
soulap938,,,,2019,,2,,,,,,,[]
M9232LQ_,Man,,Vastra Frolunda-Sweden,2016,3,8,3,0,0,0,1,7,[]
joaolagept,,,,2019,4,6,2,0,0,0,2,4,[]
324MichaelL324,,,Northbrook-Illinois,2012,271,277,6,5,7,16,126,124,[]
MaclayB,,,Missoula-Montana,2012,10,19,3,0,3,2,2,12,[]
294pata,Man,,Queen Creek-Arizona,2012,491,283,6,2,3,16,123,143,[]
AnaTamayo728,,,,2019,,,,,,,,,[]
42DanielaK,,,Welland-Canada,2012,756,21,5,0,0,0,4,17,[]
WandaH735,,,Iron Mountain-Michigan-United States,2013,64,109,6,1,0,6,51,55,[]
farahenh,,,,2012,2,2,,,,,,,[]
w1lsonO,,,,2019,,2,,,,,,,[]
amaryllisturman,Woman,,Greenville-South Carolina,2010,58,2,1,,,,,,[]
Angel-holmes,,,Perth-Australia,2013,24,63,5,2,1,5,14,41,[]
athinoulap,woman,50-64,Limassol City-Cyprus,2013,91,84,6,1,0,3,1,84,[]
robinlynn1023,Woman,,Texas,2015,29,56,5,1,2,4,3,48,[]
jcgtune,,,Alexandria-Louisiana,2008,514,178,6,2,1,9,30,137,[]
stefaniaistratet,,,,2017,7,22,3,0,0,1,1,20,[]
204roberti,man,,New York City-New York,2012,97,350,6,0,13,86,188,63,"['Foodie', '60+ Traveler']"
johnellett,,,Austin-Texas,2011,14,20,4,0,0,0,5,16,[]
300johnc300,,,Walton-On-Thames-United Kingdom,2012,10,17,4,0,1,0,7,9,[]
Trof23,man,25-34,Bucharest-Romania,2010,28,9,2,0,0,0,2,7,[]
PamelaL2434,,,Orlando-Florida,2016,5,8,3,0,0,0,1,9,[]
F477ZIstevend,man,,Sun City Center-Florida,2008,362,896,6,12,34,236,429,193,[]
newtraveller90123,,,Perth-Australia,2019,4,13,3,1,0,1,3,12,[]
Cytraveler26,man,50-64,Des Moines-Iowa,2008,199,347,6,0,1,36,196,116,[]
tomytobi,man,,ajijic,2012,143,74,5,0,4,8,19,45,[]
cmayfield510,,,Kolding-Denmark,2013,69,152,6,1,4,29,86,34,[]
Baj7,,,Sundre-Canada,2013,33,76,5,0,1,3,22,54,[]
466kyliew,,,Sydney-Australia,2016,15,35,4,0,0,6,19,10,[]
AssfC,,,Tel Aviv-Israel,2017,9,62,5,1,4,7,21,29,[]
Ref4219,man,,Morris-Connecticut,2012,92,229,6,1,2,19,107,108,"['Thrill Seeker', '60+ Traveler', 'Family Vacationer']"
617ebbyj,,,London-United Kingdom,2009,6,12,3,0,0,0,5,7,[]
CesarFClemente,man,35-49,Lisbon-Portugal,2015,192,173,6,0,0,6,113,59,[]
iyyar,,,Tel Aviv-Israel,2013,40,122,6,6,6,7,21,82,[]
TravelingMom78,,,Padola-Italy,2014,10,24,4,1,2,2,6,16,[]
TravelisaPleasure,man,35-49,Puerto Rico,2017,40,90,6,0,2,2,42,50,[]
anarverissimo,,,Leicester-United Kingdom,2014,6,5,3,0,0,0,2,8,[]
navukaur1,,,Birmingham-United Kingdom,2018,19,22,4,1,0,0,3,19,[]
Jarbanza,,,Utrecht-The Netherlands,2018,4,10,3,1,1,1,4,4,[]
Melanie_do,woman,25-34,Frankfurt-Germany,2010,114,149,6,3,7,18,75,46,[]
aleksandarkrc,,,,2019,62,191,6,1,3,9,44,137,[]
JuliaRodaBoats,woman,25-34,Schmallenberg-Germany,2012,64,22,4,2,2,5,6,9,[]
dianadT4166QN,,,,2019,,4,1,0,0,1,1,2,[]
rnldarl2016,man,,Old Bridge-New Jersey,2005,34,127,6,0,0,9,46,79,[]
Hudsonrowe,,,United States,2019,5,7,3,0,0,0,1,6,[]
peterrH5634XH,,,,2019,3,3,2,0,0,0,1,2,[]
_Z5421OU,,,Athens-Greece,2016,14,14,3,1,1,0,3,9,[]
sarahcK781SR,woman,50-64,Weston super Mare-United Kingdom,2016,97,259,6,0,3,4,18,238,[]
brg68mga,,50-64,Papamoa-New Zealand,2013,115,287,6,0,2,2,76,210,[]
594gwenw,woman,50-64,Cincinnati-Ohio,2014,173,714,6,0,3,97,451,169,"['Like a Local', 'Backpacker', 'Thrifty Traveler']"
jbwhitehouse,woman,,Dallas-Texas,2008,524,476,6,7,28,186,401,881,[]
613meganl,woman,50-64,Calgary-Canada,2008,143,120,6,1,1,10,27,85,[]
ttrachta,Man,,Plano-Texas,2014,446,240,6,2,8,58,144,28,[]
Satsukiwong,,,Singapore-Singapore,2019,,3,2,0,0,0,2,1,[]
phillipp939,,,Cardiff-United Kingdom,2019,14,50,5,1,4,12,7,26,[]
harryzac,,,Oldham-United Kingdom,2011,66,182,6,7,22,24,25,108,[]
usseffb,,,Smithfield-Virginia,2010,62,179,6,1,5,15,59,102,[]
alexisfrances,,,Barnet-United Kingdom,2014,7,25,4,3,0,4,1,17,[]
ChrisT240,man,35-49,Collingwood-Canada,2012,95,21,3,0,0,1,1,20,[]
HELEN2349,,,Netanya-Israel,2019,158,109,6,2,0,17,14,78,[]
PhilW542,man,50-64,Perth-Australia,2012,94,209,6,3,7,35,71,98,[]
lynnmano,,,Kuala Lumpur-Malaysia,2018,63,129,6,0,1,27,65,44,[]
ShatakshiG1,,,Noida-India,2012,14,11,4,0,0,0,4,7,[]
MIcheleJH1964,Woman,,Pawleys Island-South Carolina,2012,96,78,5,0,3,2,16,58,[]
thamburajn,Man,,Pune District-India,2012,6,20,3,0,0,2,7,11,[]
katriin2016,Woman,,Estonia,2016,33,43,5,1,3,4,16,20,[]
nikolaosv474,,,Macclesfield-United Kingdom,2017,12,19,3,1,1,2,8,8,[]
Darren_C_Thomas,man,35-49,Brisbane-Australia,2007,278,258,6,0,1,13,82,163,"['Foodie', 'Like a Local', 'History Buff', 'Thrill Seeker']"
roure,woman,50-64,Girona-Spain,2010,147,237,6,0,0,13,76,152,[]
_dijanca,,,,2019,3,11,3,0,1,1,5,4,[]
MargieD300,,,York-Pennsylvania,2012,221,79,6,0,1,1,22,55,[]
jeanbZ5376GY,Woman,,Austin-Texas,2015,9,23,4,0,0,1,13,11,[]
lindseyj946,,,Maui-Hawaii,2019,14,34,4,1,0,2,7,27,[]
TravelingTandP,,,,2019,,3,1,1,0,0,2,0,[]
Jester0479,,,Abu Dhabi-United Arab Emirates,2015,8,24,3,0,0,5,5,14,[]
588christophr,Man,,Niederglatt-Switzerland,2016,6,9,2,0,0,1,2,6,[]
justliketetris,woman,25-34,Wrexham-United Kingdom,2009,71,135,6,0,3,15,43,75,"['Art and Architecture Lover', 'Urban Explorer', 'History Buff', 'Nature Lover']"
txtfa001,,,Austin-Texas,2012,141,644,6,1,4,17,161,469,[]
P6386DVgeorget,,,Athens-Greece,2018,7,22,4,0,1,1,1,20,[]
Softisue,,,,2012,2,4,2,0,0,0,0,4,[]
W6606IPrichardw,Man,,East Ham-United Kingdom,2015,5,10,3,0,1,1,2,6,[]
philip-konst,,,Athens-Greece,2018,4,7,3,0,0,0,0,7,[]
AnnB61994,,,,2019,,3,1,0,0,0,0,3,[]
patrickcA8582PX,man,50-64,Sint Maarten-St Martin / St Maarten,2014,81,206,6,7,31,94,58,24,[]
lawgoddess1960,,,New York City-New York,2016,38,125,6,4,11,13,30,67,"['Art and Architecture Lover', 'Foodie', 'Peace and Quiet Seeker', 'Luxury Traveler']"
TravelPatience,,,Toronto-Canada,2015,35,65,5,1,8,8,17,31,[]
SHonovich,,,NJ,2013,22,62,5,1,1,12,23,25,[]
chuckie88,man,25-34,Bristol-United Kingdom,2011,49,58,5,3,3,7,15,32,"['Foodie', 'Urban Explorer', 'Thrill Seeker', 'Peace and Quiet Seeker']"
nurseMNB,,,,2018,16,29,4,1,0,0,2,34,[]
AcikaPlu,,,Belgrade-Serbia,2015,3,10,3,0,0,0,7,4,[]
arathi0,Woman,,Bengaluru-India,2015,27,75,5,1,1,3,5,66,[]
john_smithen12,,,,2019,2,5,2,0,0,0,0,5,[]
ericrDIY,,,Austin-Texas,2019,16,33,5,0,2,8,9,35,[]
V4654AUwilliamp,,,Atlanta-Georgia,2014,28,51,5,0,2,2,15,37,[]
nick21337,,,Wichita Falls-Texas,2019,2,4,1,0,0,0,1,3,[]
Lozfromoz98,woman,,Sydney-Australia,2008,269,165,6,0,3,9,45,114,[]
smartrabbit,,,Madison,2007,173,66,6,0,0,5,53,17,[]
magnusj,woman,50-64,Turnersville-New Jersey,2009,40,56,5,0,1,9,33,16,[]
tinav529,woman,,Huntington Beach-California,2012,24,79,5,1,2,8,15,52,"['Foodie', 'Like a Local', 'History Buff', '60+ Traveler']"
GwensGramma,Woman,,Durham-North Carolina,2011,300,424,6,0,1,19,140,266,[]
marissa_bby,,,Adelaide-Australia,2019,,9,3,2,1,0,1,6,[]
jmichel01,man,50-64,Myrtle Beach-South Carolina,2010,78,368,6,3,1,70,216,85,[]
GW4444,,,Ra'anana-Israel,2010,339,35,5,0,0,0,9,26,[]
acalixto0919,,,Newington-Connecticut,2018,44,102,6,1,3,20,30,54,[]
Fen_Fen_19,,,,2019,3,15,3,0,0,2,13,2,[]
judyth101,,,Kyoto-Japan,2015,12,35,4,2,1,5,1,29,[]
pramoda819,,,Bardonia-New York,2015,11,19,3,3,0,1,1,14,[]
girl_has_to_travel,,,Riga-Latvia,2017,47,104,6,1,0,3,25,76,"['Art and Architecture Lover', 'Like a Local', 'History Buff', 'Shopping Fanatic']"
Holdthebread,Woman,,Jacksonville-Florida,2016,41,135,6,0,0,3,14,119,[]
Glorfindel83,Man,,Ermelo-The Netherlands,2016,4,4,2,0,0,0,3,2,[]
528ScottM,Man,,Cambridge MA,2013,154,466,6,0,2,30,273,161,[]
michellejO3963AJ,Woman,,Bere Alston-United Kingdom,2016,19,36,5,1,1,2,1,31,[]
fathousecat11,woman,25-34,Singapore-Singapore,2012,13,18,3,4,1,2,2,10,[]
sandj90,,,Somerset England,2011,7,17,3,1,0,0,3,13,[]
HeidiD451,woman,50-64,Lambertville-New Jersey,2011,316,729,6,7,9,97,264,363,"['Vegetarian', 'Foodie', 'Urban Explorer', 'Like a Local']"
jacobwatts,,,,2019,2,11,3,0,0,0,1,10,[]
yavuzm2019,,,Bodrum City-Turkey,2019,,,1,,,,,,[]
MM07701,,,Red Bank,2019,19,48,5,4,1,1,1,44,[]
Grendelsmae,,,,2019,,,,,,,,,[]
wayne1961,man,50-64,Jasper-Florida,2006,100,94,6,0,0,1,0,93,[]
149nancyk,,,Kamakura-Japan,2015,4,11,3,0,0,2,2,7,[]
LVardy,woman,35-49,Grand Falls Windsor-Canada,2012,233,182,6,0,3,23,77,86,[]
PaulLondonTraveller,,,London-United Kingdom,2011,80,126,6,2,13,18,55,39,[]
567565,,,,2019,,2,,,,,,,[]
AnnZ4,woman,50-64,Calgary-Canada,2009,60,53,5,1,1,3,2,46,[]
socratess792,,,Athens-Greece,2015,17,44,4,0,0,1,3,40,[]
amir47,,,Modi'in-Maccabim-Re'ut-Israel,2013,12,25,4,1,0,1,12,12,"['Nature Lover', 'Thrifty Traveler', 'Family Vacationer']"
RMH247,,,Melbourne-Australia,2014,40,74,6,6,3,11,14,43,[]
michaelmN9646EH,,,tel aviv,2013,9,19,3,1,0,0,1,22,[]
121155,woman,50-64,Providence-Rhode Island,2006,068,34,5,1,0,8,11,14,[]
Destination774872,,,,2018,4,5,2,0,0,1,3,1,[]
AlexeyG345,,,Petah Tiqwa-Israel,2018,,2,2,,,,,,[]
okt313,,,Ankara-Turkey,2017,34,225,6,3,11,21,93,103,[]
ElaineM908,,,Livingston-New Jersey-United States,2011,63,19,3,0,1,6,4,12,[]
lopst99,,,,2019,,,,,,,,,[]
nikkyisgreat,,,Moscow-Russia,2019,4,14,3,1,1,3,3,6,[]
marcosmY1849MF,Man,,Nicosia-Cyprus,2014,9,14,3,0,0,0,4,10,[]
toelyn,,,Reading-Pennsylvania,2009,24,55,5,1,0,3,20,34,[]
heidianderaon,woman,18-24,Denver-Colorado,2014,273,34,4,0,2,4,8,21,[]
TerryofMB,,,Manhattan Beach-California,2011,127,140,6,0,2,6,77,61,[]
esteriee,,,Singapore,2013,14,9,3,1,0,2,3,5,[]
Mims-Ash,woman,35-49,Singapore-Singapore,2010,56,42,5,0,0,7,16,19,[]
effyp2018,,,,2018,2,3,1,0,0,1,0,2,[]
407philld,man,50-64,Hastings-Australia,2015,43,174,6,4,11,42,58,67,[]
Jurgendhondt,,,Antwerp-Belgium,2009,79,25,4,0,1,2,13,9,[]
984mazenh,Man,,Beirut-Lebanon,2018,17,93,6,1,1,2,61,28,[]
rar2,,,tampa,2006,8,14,3,0,1,0,0,14,[]
veg188,,,London-United Kingdom,2016,3,9,2,2,1,2,3,1,[]
veg188,,,London-United Kingdom,2016,3,9,2,2,1,2,3,1,[]
CBSciarra,,,Upper Saddle River-New Jersey,2016,7,18,3,2,1,1,2,13,[]
ionf678,man,50-64,Athens-Greece,2016,36,71,5,0,1,0,29,41,[]
CocZamudio,,,Boulder-Colorado,2011,15,34,4,0,0,1,10,24,[]
birce0,Woman,,Istanbul-Turkey,2015,7,10,3,0,1,1,4,4,[]
69perry,,,Birmingham,2009,39,140,6,7,5,9,25,94,[]
louloumack26,,,Malvern-Australia,2015,39,58,5,1,1,2,4,50,[]
547lynnw,woman,50-64,Harare-Zimbabwe,2014,52,123,6,0,0,11,66,50,[]
WF1756,man,50-64,Melbourne-Australia,2014,47,121,6,0,2,13,48,59,[]
A5183IClouises,,,,2019,2,7,2,0,0,2,1,5,[]
jlnick,,,,2019,,,1,,,,,,[]
HoultFamily,man,35-49,Woking-United Kingdom,2010,170,239,6,1,5,30,103,102,[]
GregDemers,,,,2011,51,104,6,4,1,10,27,62,[]
Nonapama,,,Kincumber-Australia,2015,348,051,6,4,25,167,577,283,[]
cansudokmeci,,,Istanbul-Turkey,2019,,,,,,,,,[]
ShubhashreeS,woman,35-49,Manama-Bahrain,2011,53,149,6,2,3,13,53,83,[]
ivanzitz,,,,2019,2,4,1,1,0,0,1,2,[]
PickyAntipodean,,,Melbourne-Australia,2019,12,16,3,0,1,0,8,9,[]
Alis0n82,,,Malta,2007,42,60,6,1,1,0,4,54,[]
Yggdrasill,,35-49,Warsaw-Poland,2018,13,14,3,0,0,2,2,10,[]
357SteveJ,,,Maidstone-United Kingdom,2012,8,7,3,0,0,0,0,7,[]
49mikeb,man,50-64,Penticton-Canada,2012,89,108,6,0,1,9,30,68,[]
ilishm,woman,,North Bay-Canada,2010,51,80,5,2,1,7,26,45,[]
thehunk32,,,,2015,6,13,3,0,0,0,2,13,[]
peterbV3211NM,,,,2019,,2,2,,,,,,[]
chris_traveller_1972,,,,2019,3,7,2,0,2,1,0,4,[]
PHXTravler,,,Phoenix-Arizona,2007,422,101,6,1,1,14,32,54,[]
FatCat1888,man,35-49,Dublin-Ireland,2011,137,94,6,1,3,19,30,42,"['Foodie', 'Like a Local']"
rockcole,man,,Doylestown-Pennsylvania,2010,141,440,6,2,19,73,146,204,"['Like a Local', 'History Buff', '60+ Traveler']"
barbaragalligan,,,Killarney-Ireland,2018,6,10,3,1,1,0,4,4,[]
sgraisbery,,,Marlton-New Jersey,2019,12,24,4,0,0,0,0,30,[]
Bate61,,,,2014,2,2,1,,,,,,[]
lubo_d2017,man,25-34,Oslavany-Czech Republic,2017,27,27,4,0,1,2,9,16,[]
Cjay8417,,,Salt Lake City-Utah,2019,6,5,3,0,0,0,0,6,[]
Isabel_K90,,,Zurich-Switzerland,2016,24,62,5,1,4,14,25,23,[]
nanamc,woman,,Adelaide-Australia,2010,152,127,6,0,1,7,76,44,[]
MitziMarmot,,,Casper-Wyoming,2012,797,529,6,2,2,14,207,311,[]
peglegtraveler,woman,50-64,Troy-Michigan,2005,407,413,6,6,17,34,138,218,"['Vegetarian', 'Urban Explorer', 'History Buff', 'Nature Lover']"
amma71,,,Land O Lakes-Florida,2007,258,56,5,0,2,8,30,16,[]
annec182,,,New Jersey,2013,353,683,6,1,10,174,332,170,"['Foodie', 'Thrill Seeker', 'Nature Lover', 'Backpacker']"
HeidiB40,woman,35-49,Berkhamsted-United Kingdom,2012,101,392,6,1,4,11,53,333,[]
LPLoveToTravel,Woman,,Ocala-Florida,2008,956,003,6,0,1,31,431,547,"['Art and Architecture Lover', 'Urban Explorer', 'Like a Local', 'History Buff']"
SAna_0002,,,Bucharest-Romania,2019,2,7,3,0,1,0,3,3,[]
c0mpassi0nate,woman,35-49,Kelowna-Canada,2009,126,229,6,6,10,24,127,64,[]
Entrepreneur123,man,35-49,Brisbane-Australia,2011,4,5,2,2,0,0,0,3,[]
SarahI487,woman,25-34,London-United Kingdom,2013,255,388,6,5,35,303,766,282,[]
kiwiguy39,man,50-64,Auckland Central-New Zealand,2003,33,74,5,0,0,7,20,47,[]
ursbruno,,,Basel-Switzerland,2016,37,67,5,1,0,1,30,44,[]
Valhalla3,,,New Jersey,2014,31,57,5,2,2,0,7,46,[]
andrewbT8383JX,,,Vienna-Virginia,2013,41,6,2,1,1,0,0,6,[]
192nurula,,,,2016,7,9,2,0,0,1,0,8,[]
JPH1984,,,Reading-United Kingdom,2013,54,274,6,0,8,37,114,117,[]
billsusane,,,Greenfield-Indiana,2018,2,3,1,0,0,0,0,3,[]
137alfied,,,,2019,2,6,2,0,0,2,1,3,[]
jayjoshi29,,,Pune-India,2018,9,12,3,0,0,1,2,10,[]
Tastetesterone,,,,2019,4,7,2,1,0,1,4,1,[]
GlennDeg,,,Roeselare-Belgium,2015,10,38,4,1,1,6,14,18,[]
jeffreywU9998HA,,,Hardy-Virginia,2017,315,92,6,0,1,3,10,84,[]
Happiness790339,,,,2018,7,11,3,0,0,5,3,4,[]
Susie1028,woman,25-34,San Diego-California,2008,372,711,6,1,5,43,170,498,"['Urban Explorer', 'Like a Local', 'Thrill Seeker', 'Nature Lover']"
alexandraaalipiev,,,Sofia-Bulgaria,2016,5,13,3,0,0,1,1,11,[]
TexSA70,,,San Antonio-Texas,2013,21,81,6,9,10,15,15,35,[]
NathanF7207,man,25-34,Grand Rapids-Michigan,2013,53,4,3,0,0,0,0,4,[]
DadaSuzzy,,,Bonn-Germany,2007,195,290,6,2,3,17,89,181,[]
KathiraveluG,,,London-United Kingdom,2016,9,27,4,0,0,0,3,25,[]
Hewittlj,,,Ipswich-Australia,2018,3,5,2,0,0,0,2,3,[]
gmulliga,man,,Surrey-Canada,2008,226,135,6,0,3,12,34,95,[]
JessicaY757,,,New York City-New York,2011,144,278,6,2,8,36,122,111,[]
Go198838,,,Stratford-Connecticut,2010,11,5,2,0,0,1,7,0,[]
W8659ZWericad,,,,2018,2,,1,,,,,,[]
harrietgarland211288,,,Bournemouth-United Kingdom,2016,8,15,3,3,2,1,1,8,[]
MikeS92399,,,,2019,6,12,3,1,1,2,3,6,[]
29vitalinav,,,Athens-Greece,2019,,4,2,0,0,0,0,5,[]
Shelleyash,,,San Diego-California,2008,131,464,6,3,14,79,136,251,"['Like a Local', 'Beach Goer', 'Thrifty Traveler', 'Family Vacationer']"
avipiti,man,35-49,Hod Hasharon-Israel,2010,150,443,6,1,1,34,121,295,[]
1A12,,,,2019,5,11,3,0,0,0,4,8,[]
120benb,,,Oklahoma City-Oklahoma,2019,7,9,3,0,0,1,1,7,[]
kateeS5440VK,,,Geelong & Bellarine-Australia,2017,2,4,2,0,0,1,1,3,[]
TRIPSTER077,,,Modesto-California,2008,61,126,6,3,2,8,31,85,[]
863beccae,Woman,,Hudsonville-Michigan,2015,93,14,4,0,0,0,3,12,[]
Playful_One,,,Hamden-Connecticut,2009,222,79,5,1,2,2,0,74,[]
waldorf53,man,50-64,Lytham St Anne's-United Kingdom,2009,312,974,6,3,13,100,226,644,"['Foodie', 'History Buff', 'Nightlife Seeker', 'Beach Goer']"
justLaura30,,,Doha-Qatar,2016,8,16,3,0,0,0,8,8,[]
lesleyb857,Woman,,Melbourne-Australia,2016,101,123,6,0,0,3,5,121,"['Foodie', 'Urban Explorer', 'Like a Local', 'Thrill Seeker']"
adprof44,,,Laguna Niguel-California,2019,16,40,4,0,2,1,4,33,[]
255marthapatriciad,,,Wiltshire-United Kingdom,2012,82,287,6,4,4,68,121,90,[]
paulrA8900PX,,,Holbeach-United Kingdom,2015,52,113,6,1,1,8,63,42,[]
ccinsrq,,,Sarasota-Florida,2010,95,48,5,0,1,1,8,38,[]
kolhapur74,,,,2019,,2,,,,,,,[]
Melisia,,,Fayetteville-North Carolina,2010,49,14,4,1,1,4,1,13,[]
ESMG,man,50-64,Cambridge-United Kingdom,2009,35,114,6,0,0,10,59,44,[]
Anna_and_Fredrik,,,Sweden,2015,11,18,4,2,1,2,3,10,[]
Elizabetsy5,,,Athens-Greece,2019,8,11,3,0,0,1,2,8,[]
TMD2608,Woman,,Preston-United Kingdom,2013,15,22,3,0,1,4,4,13,[]
OfeliaG46,Woman,,Limeuil-France,2012,81,182,6,0,0,17,52,120,[]
Ronen99,man,50-64,Jerusalem-Israel,2007,75,341,6,1,4,26,101,211,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']"
Bi-coaster,Woman,,Bradenton-Florida,2013,296,951,6,0,1,82,541,332,[]
407shayf,,,,2019,,3,1,0,0,0,0,3,[]
BingSuseno,Woman,,Jakarta-Indonesia,2014,155,98,6,2,4,33,39,20,[]
Sarkku1,,,Helsinki-Finland,2008,113,20,3,0,2,2,3,14,[]
SanFranciscoGuy634,man,,Sarasota-Florida,2012,300,111,6,0,5,50,458,613,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']"
BriggsFancy,,,Alice-Texas,2017,149,80,5,1,3,1,9,72,[]
O65RJmelaniec,,,Fort Lauderdale-Florida,2019,8,51,5,0,0,2,14,35,[]
Gpgsgl,,,London-United Kingdom,2013,10,20,3,0,0,3,5,12,[]
Cakeeater22,man,25-34,Englewood-Colorado,2016,32,85,5,1,5,11,24,45,[]
cambry95,,,,2019,2,3,2,0,0,0,0,5,[]
MaayanCo,,,,2016,78,199,6,0,11,21,61,108,[]
tannamoore,,,Minneapolis-Minnesota,2016,33,101,6,0,0,1,14,88,[]
davidsX607HA,man,,Ipswich-United Kingdom,2012,53,7,2,1,1,1,1,3,"['Foodie', 'Like a Local', '60+ Traveler']"
EileenmikeLondon,woman,,London,2010,36,55,5,0,1,9,22,23,"['Foodie', 'Like a Local', 'History Buff', '60+ Traveler']"
KellieSpark,woman,35-49,Lara-Australia,2008,90,260,6,0,1,7,106,159,[]
Sylvie10,woman,35-49,Cambridge-England,2009,51,39,4,0,3,1,11,23,[]
Scott8446,man,25-34,Glasgow-United Kingdom,2011,497,707,6,5,20,215,351,122,[]
LAW1970,woman,35-49,Owings Mills-Maryland,2013,49,15,3,0,0,0,5,10,[]
dw706,woman,35-49,Niagara Falls-Canada,2012,30,104,6,0,3,13,42,48,"['Foodie', 'History Buff', 'Luxury Traveler']"
DJRH11,,,New Jersey,2010,17,23,3,5,3,2,2,12,[]
ChrisDeng,,,Denville-New Jersey,2011,27,40,4,0,1,2,2,35,[]
MySeaBiscuit13,woman,50-64,Arroyo Grande-California,2010,88,264,6,1,4,42,84,135,[]
wendyrP6186KW,,,Bagley-Minnesota,2019,2,2,2,,,,,,[]
Ari_ofAthens,,,Athens-Greece,2019,6,12,3,0,1,1,3,8,[]
JimmyM975,man,35-49,Little Rock-Arkansas,2011,23,51,5,1,3,5,14,29,[]
773panagiotisp,,,Athens-Greece,2019,2,8,2,0,0,0,0,8,[]
