username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags,geocode
giedriusgriska,man,50-64,Vilnius-Lithuania,2014,378.0,79.0,6.0,0.0,0.0,8.0,32.0,39.0,[],LT
yurybulgakov,,,St. Petersburg-Russia,2009,101.0,25.0,4.0,1.0,1.0,1.0,6.0,17.0,[],RU
J1908LV_,,,,2016,6.0,19.0,3.0,2.0,0.0,1.0,4.0,12.0,[],
davidaM1255PM,,,,2016,48.0,192.0,6.0,1.0,2.0,15.0,63.0,111.0,[],
hdhchicago,,,Chicago-Illinois,2018,30.0,23.0,4.0,1.0,3.0,3.0,3.0,15.0,[],US
Aetherovamon,woman,35-49,Athens-Greece,2012,44.0,84.0,5.0,0.0,1.0,3.0,26.0,57.0,[],GR
anthonyaB9540XY,,,Perth-Australia,2011,107.0,34.0,4.0,1.0,0.0,2.0,9.0,23.0,[],AU
starla729,woman,35-49,Burlington-Connecticut,2010,75.0,144.0,6.0,0.0,0.0,5.0,29.0,113.0,[],US
James_wu,man,35-49,Vaughan-Canada,2010,199.0,149.0,6.0,3.0,3.0,29.0,66.0,50.0,[],CA
PrincessStephanie01,,,Melbourne-Australia,2016,60.0,134.0,6.0,2.0,1.0,12.0,40.0,81.0,[],AU
comesailwithme321,,,,2018,15.0,19.0,3.0,2.0,1.0,3.0,3.0,11.0,[],
charlotte-1404,woman,25-34,Cardiff-United Kingdom,2009,42.0,38.0,5.0,0.0,1.0,0.0,3.0,35.0,[],GB
tiberiuivan,man,25-34,Galati-Romania,2011,72.0,142.0,6.0,8.0,3.0,10.0,50.0,72.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Nature Lover']",RO
Nenners56,man,50-64,Ledbury-United Kingdom,2010,150.0,459.0,6.0,0.0,1.0,14.0,178.0,271.0,[],GB
Citizen_Stu,woman,35-49,Eindhoven-The Netherlands,2007,111.0,166.0,6.0,5.0,10.0,30.0,65.0,57.0,"['Vegetarian', 'Luxury Traveler']",NL
GreyGrandad,man,,Wolverhampton-United Kingdom,2013,142.0,374.0,6.0,5.0,11.0,44.0,149.0,167.0,"['Foodie', 'Urban Explorer', 'Like a Local', 'History Buff']",GB
ninabE4919OT,,,Memphis-Tennessee,2017,95.0,76.0,5.0,2.0,7.0,9.0,12.0,48.0,[],US
Arnie270,,,Israel,2008,49.0,45.0,4.0,1.0,3.0,1.0,8.0,32.0,[],IL
jmq91,,,Manchester-United Kingdom,2009,11.0,16.0,3.0,0.0,0.0,2.0,3.0,11.0,[],GB
HarriHirvela,man,50-64,Imatra-Finland,2008,316.0,224.0,6.0,0.0,2.0,48.0,121.0,53.0,[],FI
618redhaa,,,,2013,49.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
ElexPeeters,,,Chicago-Illinois,2015,31.0,96.0,5.0,0.0,3.0,8.0,33.0,53.0,[],US
bengiyles,,,,2012,552.0,211.0,6.0,6.0,22.0,48.0,105.0,43.0,[],
Danyela919,,,Deva-Romania,2018,9.0,11.0,3.0,0.0,0.0,0.0,2.0,9.0,[],RO
412murrayf,,,Brussels,2016,22.0,61.0,5.0,2.0,0.0,1.0,20.0,40.0,[],BE
Mikie31,man,50-64,Watford-United Kingdom,2012,199.0,86.0,6.0,0.0,0.0,2.0,54.0,34.0,['Thrifty Traveler'],GB
merlotp,man,,Charlotte-North Carolina,2013,166.0,727.0,6.0,4.0,20.0,119.0,314.0,272.0,[],US
Trvlr_USUK,man,35-49,London-United Kingdom,2011,115.0,160.0,6.0,0.0,2.0,5.0,77.0,78.0,[],GB
qqnny,man,50-64,London-England,2008,60.0,51.0,5.0,0.0,1.0,2.0,16.0,33.0,[],GB
JeremySkvor,,,Montreal-Canada,2018,2.0,2.0,1.0,,,,,,[],CA
karlom636,,,Luzon-Philippines,2012,5.0,9.0,3.0,0.0,1.0,3.0,4.0,1.0,[],PH
223bretta,Man,,Vancouver-Canada,2007,126.0,46.0,4.0,0.0,5.0,9.0,22.0,10.0,[],CA
RJPlum,,,Los Angeles-California,2013,115.0,55.0,5.0,0.0,4.0,14.0,27.0,12.0,[],US
697ellah,,,Kidderminster-United Kingdom,2013,8.0,17.0,3.0,1.0,0.0,0.0,4.0,12.0,[],GB
Ray519,man,50-64,Belwood-Canada,2012,75.0,147.0,6.0,1.0,6.0,15.0,55.0,72.0,[],CA
778jamesa,,,Coulsdon-Surrey,2013,25.0,57.0,5.0,0.0,0.0,0.0,4.0,53.0,[],GB
trip_n_trek,man,35-49,Lancaster-Pennsylvania,2015,26.0,94.0,6.0,2.0,8.0,13.0,32.0,40.0,[],US
James_A_017,man,13-17,Johannesburg-South Africa,2017,17.0,11.0,3.0,1.0,0.0,3.0,2.0,5.0,[],ZA
lucianp242,,,,2016,12.0,24.0,4.0,3.0,4.0,4.0,3.0,10.0,[],
gerigandingco,,,Houston-Texas,2016,2.0,6.0,2.0,1.0,1.0,1.0,0.0,5.0,[],US
sfobes,Woman,,San Francisco-California,2012,38.0,71.0,5.0,0.0,3.0,4.0,7.0,57.0,[],US
reich45,man,50-64,Poole-United Kingdom,2005,144.0,43.0,4.0,3.0,4.0,2.0,6.0,28.0,"['Foodie', 'Urban Explorer', 'Like a Local', 'History Buff']",GB
Beach-Dew,woman,35-49,Malaga-Spain,2014,515.0,291.0,6.0,5.0,7.0,20.0,50.0,210.0,[],PH
AnnaGrise,,,Ontario-Canada,2013,117.0,126.0,6.0,0.0,0.0,6.0,37.0,87.0,"['Foodie', 'Nature Lover', '60+ Traveler', 'Beach Goer']",CA
anjanaw14,,,,2016,14.0,26.0,4.0,0.0,1.0,6.0,14.0,5.0,[],
skipitgood,woman,25-34,Roswell-Georgia,2008,257.0,208.0,6.0,1.0,5.0,38.0,76.0,88.0,[],US
kittykatbrown,,,Southampton-United Kingdom,2009,112.0,86.0,5.0,0.0,2.0,10.0,41.0,38.0,[],GB
TravelSinceRetired,man,,Vancouver-Washington,2004,104.0,282.0,6.0,0.0,20.0,75.0,111.0,81.0,[],US
carlabP110PM,Woman,,Marietta-Georgia,2016,25.0,91.0,6.0,2.0,2.0,7.0,29.0,59.0,[],US
panagiotisk703,,,Greece,2014,63.0,296.0,6.0,11.0,19.0,21.0,54.0,191.0,[],GR
alexisc126,,,Manchester-United Kingdom,2015,17.0,34.0,5.0,1.0,3.0,4.0,12.0,14.0,[],GB
SharonJanmesh,,,Sri Lanka,2017,16.0,17.0,4.0,0.0,0.0,0.0,15.0,3.0,[],LK
KingstonMom_11,Woman,,Kingston-Canada,2011,34.0,88.0,6.0,0.0,1.0,9.0,31.0,51.0,[],CA
334srinivask,,,,2017,4.0,8.0,2.0,0.0,0.0,0.0,0.0,8.0,[],
septicgeo,man,,Gympie-Australia,2013,23.0,53.0,5.0,1.0,0.0,1.0,6.0,46.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'History Buff']",AU
356paulf,,,Newcastle-Australia,2014,38.0,41.0,4.0,0.0,0.0,2.0,26.0,13.0,[],AU
Comtesse23,woman,25-34,Istanbul-Turkey,2010,93.0,12.0,4.0,1.0,0.0,0.0,3.0,8.0,[],TR
gilliand71,,,,2018,6.0,11.0,3.0,0.0,1.0,0.0,4.0,7.0,[],
RobandCarol,,50-64,Molyvos-Greece,2009,65.0,15.0,6.0,0.0,0.0,0.0,2.0,14.0,"['Like a Local', 'Nature Lover', 'Peace and Quiet Seeker']",GR
smithat2018,,,London-United Kingdom,2007,52.0,20.0,4.0,0.0,0.0,1.0,2.0,17.0,[],GB
Bee007boss,,,Manchester-United Kingdom,2012,26.0,58.0,5.0,2.0,1.0,2.0,7.0,46.0,[],GB
darjay2017,,,,2017,14.0,35.0,5.0,1.0,0.0,4.0,15.0,15.0,[],
syazanak2014,,,,2014,21.0,18.0,3.0,0.0,0.0,2.0,6.0,10.0,[],
Benamard,man,35-49,Rehovot-Israel,2011,160.0,649.0,6.0,6.0,26.0,97.0,188.0,337.0,"['Foodie', 'Urban Explorer', 'Shopping Fanatic', 'Family Vacationer']",IL
HVJ5,woman,35-49,Pune-India,2016,3.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],IN
ChristianL140,man,25-34,Berlin-Germany,2011,303.0,12.0,3.0,0.0,0.0,0.0,4.0,9.0,[],DE
chickengirly,,,,2012,6.0,24.0,3.0,0.0,1.0,5.0,12.0,6.0,[],
munird2014,Man,,Toronto-Canada,2014,147.0,460.0,6.0,0.0,7.0,56.0,220.0,198.0,[],CA
cedrbal,man,25-34,Island of Malta-Malta,2011,215.0,83.0,5.0,6.0,7.0,13.0,5.0,52.0,[],MT
294jeanpierrek,,,,2014,7.0,8.0,3.0,1.0,0.0,3.0,2.0,3.0,[],
MoodyMaude20,woman,35-49,Manchester-England-United Kingdom,2012,9.0,16.0,4.0,0.0,0.0,2.0,5.0,9.0,[],GB
happyheartcreations,,35-49,Croissy-sur-Seine-France,2008,238.0,422.0,6.0,2.0,13.0,51.0,174.0,188.0,[],FR
W4400KRjohnb,man,,Liverpool-United Kingdom,2014,3.0,5.0,2.0,0.0,0.0,1.0,1.0,3.0,[],GB
SareySue,woman,35-49,United Kingdom,2013,82.0,20.0,3.0,0.0,1.0,1.0,3.0,16.0,"['Art and Architecture Lover', 'Foodie', 'History Buff', 'Nature Lover']",GB
gageanug,,,Bucharest-Romania,2016,4.0,6.0,2.0,1.0,0.0,0.0,0.0,5.0,[],RO
Sanka1,man,25-34,Buckinghamshire-United Kingdom,2014,212.0,542.0,6.0,10.0,24.0,68.0,103.0,340.0,[],GB
Fynnrees,,,Auckland-New Zealand,2017,17.0,31.0,4.0,0.0,0.0,6.0,21.0,6.0,[],NZ
kathleenmf,woman,35-49,Boston-Massachusetts,2010,38.0,68.0,5.0,1.0,2.0,4.0,14.0,47.0,[],US
rajoras,man,35-49,Kota-India,2013,87.0,70.0,5.0,1.0,0.0,7.0,29.0,35.0,[],IN
eleeshag,,,,2015,3.0,8.0,3.0,1.0,1.0,1.0,3.0,2.0,[],
samwJ7519AU,,,Brisbane-Australia,2018,25.0,74.0,5.0,3.0,1.0,13.0,28.0,35.0,[],AU
denisl971,man,50-64,Gatineau-Canada,2013,69.0,48.0,5.0,1.0,0.0,5.0,18.0,24.0,[],CA
sblu1797,,,,2018,2.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,[],
ejl1987,Woman,,New York City-New York,2016,6.0,9.0,3.0,0.0,1.0,0.0,2.0,7.0,[],US
KevinRayment,,,Welwyn-United Kingdom,2016,193.0,737.0,6.0,4.0,16.0,141.0,309.0,274.0,[],GB
travelnmatt,man,50-64,California,2010,126.0,136.0,6.0,1.0,4.0,14.0,40.0,88.0,[],US
janebG2415CQ,,,Swindon,2009,41.0,87.0,5.0,0.0,0.0,7.0,57.0,26.0,[],GB
CharMadden15,,,Dublin-Ireland,2012,20.0,81.0,6.0,6.0,5.0,8.0,30.0,32.0,[],IE
sansg,,,Johor Bahru-Malaysia,2009,8.0,8.0,3.0,0.0,1.0,1.0,5.0,3.0,[],MY
_Z9963DM,,,,2018,,,,,,,,,[],
janec2269PA,woman,50-64,Philadelphia-Pennsylvania,2015,68.0,196.0,6.0,3.0,2.0,2.0,30.0,162.0,[],US
nycshine1,,,,2017,41.0,57.0,5.0,0.0,1.0,6.0,19.0,33.0,[],
JGFIELD,,,London-United Kingdom,2008,184.0,548.0,6.0,2.0,2.0,33.0,134.0,379.0,[],GB
james470,man,50-64,Fujairah-United Arab Emirates,2013,151.0,99.0,6.0,0.0,2.0,25.0,65.0,13.0,"['History Buff', 'Nature Lover', 'Family Vacationer']",AE
MihaiRomania,,,Bucharest-Romania,2016,37.0,65.0,5.0,1.0,6.0,4.0,18.0,39.0,[],RO
I4109YWgaryl,,,,2013,3.0,2.0,1.0,,,,,,[],
MixaylB,man,25-34,Hazmieh-Lebanon,2018,125.0,191.0,6.0,0.0,3.0,15.0,56.0,118.0,[],LB
kimbayley,Woman,,Beaulieu-United Kingdom,2012,345.0,211.0,6.0,1.0,10.0,26.0,107.0,71.0,[],GB
marennarose,,,,2017,10.0,20.0,4.0,0.0,0.0,2.0,8.0,10.0,[],
HaraldJ564,man,50-64,Vasteras-Sweden,2013,242.0,214.0,6.0,1.0,8.0,52.0,123.0,30.0,[],SE
dorke222,,,,2018,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,[],
Anne1535,,,Sandy Hook-Connecticut,2012,5.0,8.0,2.0,0.0,1.0,0.0,0.0,7.0,[],US
Bbpeg,,,,2017,47.0,132.0,6.0,2.0,4.0,17.0,66.0,43.0,[],
DrNoelle,,,Los Angeles-California,2016,6.0,19.0,4.0,0.0,1.0,1.0,3.0,14.0,[],US
sofin895,woman,35-49,Athens-Greece,2011,204.0,418.0,6.0,5.0,45.0,406.0,836.0,158.0,"['History Buff', 'Luxury Traveler']",GR
Jackpack60,,,Billingshurst-United Kingdom,2011,78.0,21.0,4.0,0.0,0.0,1.0,11.0,9.0,[],GB
Rolf_engholm,,,Kingston-Jamaica,2012,165.0,8.0,2.0,0.0,0.0,0.0,1.0,7.0,[],JM
Normad800,woman,,Bedfordshire-United Kingdom,2013,77.0,72.0,5.0,0.0,0.0,1.0,17.0,53.0,[],GB
zsamot,man,50-64,Toronto-Canada,2009,9.0,14.0,3.0,1.0,1.0,2.0,0.0,10.0,[],CA
482aidans,,,Bolingbrook-Illinois,2012,7.0,16.0,3.0,0.0,0.0,0.0,0.0,16.0,[],PH
309ahmedy,,,,2016,7.0,11.0,3.0,0.0,2.0,3.0,3.0,3.0,[],
Thurgav,,,Roskilde-Denmark,2010,107.0,94.0,6.0,1.0,0.0,5.0,28.0,60.0,[],DK
nektariosk578,,,Bexhill-on-Sea-United Kingdom,2017,,2.0,,,,,,,[],GB
JohnfromJersey2002,,,Philadelphia-Pennsylvania,2011,7.0,12.0,3.0,0.0,0.0,0.0,3.0,9.0,[],US
G5935AD_,,,,2018,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],
agatadolores95,,,Miami-Florida,2018,3.0,14.0,3.0,0.0,0.0,0.0,1.0,13.0,[],US
ChrisW5089,,,,2012,275.0,8.0,2.0,0.0,0.0,0.0,2.0,7.0,[],
martinas654,,,Pisa-Italy,2014,13.0,19.0,3.0,0.0,0.0,0.0,1.0,18.0,[],IT
lutherm07,,,St. Louis-Missouri,2007,45.0,52.0,5.0,0.0,0.0,5.0,13.0,34.0,[],US
trip647,,,New York City-New York,2017,79.0,194.0,6.0,0.0,0.0,1.0,11.0,182.0,[],US
Keydawn,man,50-64,Washington DC-District of Columbia,2011,164.0,180.0,6.0,8.0,17.0,58.0,50.0,54.0,[],US
Hipp13,,,San Pedro Sula-Honduras,2016,29.0,51.0,5.0,1.0,2.0,7.0,16.0,28.0,[],HN
Raffik00001,man,35-49,Rumia-Poland,2010,156.0,481.0,6.0,0.0,11.0,75.0,343.0,55.0,"['Foodie', 'Like a Local', 'Shopping Fanatic']",PL
purtzki,man,35-49,Konigstein im Taunus-Germany,2010,30.0,56.0,5.0,2.0,2.0,7.0,12.0,33.0,[],DE
Vandenbrouckeb,man,50-64,Kortrijk-Belgium,2011,72.0,217.0,6.0,2.0,7.0,28.0,132.0,50.0,[],BE
EG962,,,Cambridge-United Kingdom,2012,6.0,10.0,3.0,0.0,0.0,0.0,0.0,10.0,[],GB
garymN1141HE,,,,2017,20.0,59.0,5.0,0.0,2.0,2.0,28.0,27.0,[],
reisinigalepoole,,,,2018,11.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,[],
DJBorja,,25-34,Bavaria-Germany,2016,11.0,13.0,3.0,0.0,0.0,0.0,5.0,9.0,[],DE
Raqmon,,,Victoria-Texas,2016,3.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],US
drsorindanc,Man,,Pitesti-Romania,2013,17.0,39.0,5.0,0.0,0.0,0.0,13.0,26.0,"['Urban Explorer', '60+ Traveler', 'Peace and Quiet Seeker']",RO
956louiseb,,,,2014,8.0,24.0,3.0,0.0,0.0,1.0,4.0,19.0,[],
shutterbabe0106,,,Washington DC-District of Columbia,2011,80.0,76.0,6.0,0.0,4.0,12.0,17.0,48.0,[],US
cathycathy5,Woman,,Rouse Hill NSW Australia,2008,370.0,130.0,6.0,0.0,1.0,5.0,24.0,103.0,[],AU
vikij967,,,Seattle-Washington,2018,4.0,7.0,2.0,0.0,1.0,0.0,1.0,7.0,[],US
Ronald-2014trip,,,Dbaieh,2014,20.0,33.0,5.0,1.0,0.0,1.0,8.0,23.0,[],
nasrinm2014,,,,2014,11.0,38.0,4.0,0.0,0.0,1.0,7.0,30.0,[],
jessicakV7700GP,,,,2016,8.0,20.0,3.0,1.0,1.0,3.0,2.0,13.0,[],
alexaV8255EX,,,,2018,,2.0,1.0,,,,,,[],
matthewcZ7498WR,man,35-49,Reigate-United Kingdom,2015,99.0,367.0,6.0,1.0,15.0,61.0,121.0,170.0,[],GB
993Don1981,,,Johannesburg-South Africa,2013,90.0,71.0,5.0,0.0,1.0,7.0,30.0,34.0,[],ZA
joo31,woman,25-34,London-United Kingdom,2010,158.0,279.0,6.0,1.0,2.0,40.0,117.0,121.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",GB
ramonaoana,Woman,,Bucharest-Romania,2015,20.0,63.0,5.0,1.0,2.0,7.0,17.0,36.0,[],RO
alis898,man,35-49,Atlanta-Georgia,2013,64.0,28.0,4.0,0.0,0.0,2.0,7.0,20.0,[],US
chellephant82,,,Burnham-United Kingdom,2016,15.0,53.0,5.0,1.0,0.0,4.0,10.0,38.0,[],GB
MiMischa,,,Lansing-Michigan,2010,38.0,92.0,6.0,3.0,0.0,6.0,5.0,82.0,[],US
H5090AFcarlosg,man,50-64,New York City-New York,2009,312.0,44.0,5.0,7.0,1.0,2.0,4.0,30.0,[],US
ghufranas,,,,2016,6.0,14.0,3.0,0.0,1.0,2.0,4.0,7.0,[],
ZGastronomer,Man,,Cairo-Egypt,2016,33.0,429.0,6.0,4.0,20.0,154.0,230.0,33.0,"['Foodie', 'Shopping Fanatic', 'Nightlife Seeker', 'Nature Lover']",EG
MB201065,woman,50-64,Worcestershire-UK,2010,326.0,266.0,6.0,2.0,5.0,28.0,68.0,166.0,"['Like a Local', 'History Buff']",GB
Chelss215,,,Washington DC-District of Columbia,2015,60.0,189.0,6.0,3.0,8.0,12.0,61.0,105.0,[],US
KayleighT50,,,,2007,3.0,9.0,3.0,0.0,0.0,0.0,2.0,7.0,[],
JimmytheJedi,,,London-United Kingdom,2012,27.0,52.0,5.0,0.0,0.0,1.0,11.0,40.0,[],GB
European-Bookworm,Woman,,Swindon-United Kingdom,2013,91.0,173.0,6.0,1.0,5.0,11.0,64.0,94.0,[],GB
shannons2018,,,San Antonio-Texas,2015,16.0,31.0,4.0,0.0,0.0,1.0,8.0,25.0,[],MX
Gulfcoasters,,,Nebraska,2009,63.0,149.0,6.0,0.0,2.0,15.0,56.0,77.0,[],US
418brigidap,Woman,,New York City-New York,2017,13.0,28.0,4.0,0.0,0.0,0.0,7.0,22.0,[],US
aurorac936,,,Barcelona,2012,3.0,7.0,2.0,0.0,0.0,0.0,0.0,8.0,[],ES
SueS838,,,Weston super Mare-United Kingdom,2012,48.0,60.0,5.0,0.0,0.0,0.0,1.0,59.0,[],GB
Kezza13_2017,,,Romford-United Kingdom,2017,12.0,29.0,4.0,0.0,1.0,0.0,5.0,23.0,[],GB
aeholland,woman,25-34,London-United Kingdom,2013,70.0,93.0,6.0,0.0,1.0,9.0,24.0,59.0,"['Urban Explorer', 'Shopping Fanatic', 'Nightlife Seeker', 'Beach Goer']",GB
Centuria_Krk,woman,25-34,Dubai-United Arab Emirates,2010,229.0,197.0,6.0,1.0,11.0,16.0,49.0,120.0,[],AE
V7469LElaurak,,,,2015,,2.0,2.0,,,,,,[],
361sethuk,,,,2018,6.0,13.0,3.0,0.0,0.0,2.0,0.0,11.0,[],
pagonzo,Man,,Crofton-Maryland,2015,64.0,164.0,6.0,6.0,4.0,39.0,39.0,76.0,[],US
866lenf,,,,2017,4.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,[],
Jesse_Hamman,woman,25-34,South Africa,2015,28.0,51.0,5.0,4.0,2.0,6.0,29.0,10.0,[],ZA
alexpY4149GQ,man,18-24,Moscow-Russia,2015,33.0,97.0,6.0,1.0,0.0,3.0,2.0,91.0,[],RU
AdamsTheGourmet,,,,2018,2.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,[],
SteveR772,,,Toddington-United Kingdom,2011,41.0,103.0,6.0,1.0,2.0,11.0,36.0,52.0,[],GB
kr00ney,,,Livermore-California,2017,5.0,9.0,3.0,0.0,1.0,0.0,6.0,4.0,[],US
LBHouston11,woman,,Houston-Texas,2008,147.0,473.0,6.0,8.0,9.0,31.0,130.0,300.0,[],US
252sevagd,,,Yerevan-Armenia,2016,114.0,74.0,5.0,1.0,0.0,2.0,9.0,62.0,[],AM
YuktiAgrawal,woman,35-49,Dubai-United Arab Emirates,2007,148.0,206.0,6.0,2.0,1.0,11.0,65.0,128.0,[],AE
suchagirl,woman,50-64,Manassas-Virginia,2008,108.0,147.0,6.0,3.0,6.0,16.0,42.0,90.0,[],US
Logmarine,,,Stafford-Virginia,2014,26.0,56.0,5.0,1.0,0.0,7.0,24.0,24.0,[],US
KenLgrumpyman,,,London-United Kingdom,2015,113.0,70.0,6.0,1.0,1.0,6.0,25.0,38.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer']",GB
willemb89,man,25-34,Sydney-Australia,2010,864.0,474.0,6.0,1.0,5.0,63.0,198.0,208.0,[],AU
SteveS955,Man,,San Antonio,2013,115.0,265.0,6.0,1.0,6.0,33.0,91.0,138.0,"['Like a Local', 'Beach Goer', 'Thrifty Traveler', 'Family Vacationer']",US
43sharie,,,,2018,3.0,10.0,3.0,0.0,0.0,0.0,0.0,10.0,[],
gorbi57,man,50-64,Markopoulo Mesogeas-Greece,2012,95.0,63.0,5.0,5.0,6.0,14.0,23.0,18.0,[],GR
X962MBlindam,Woman,,Washington DC-District of Columbia,2014,6.0,10.0,3.0,0.0,0.0,0.0,3.0,7.0,[],US
TDas1,woman,25-34,Bhubaneswar-India,2011,11.0,18.0,4.0,3.0,0.0,1.0,4.0,11.0,[],IN
TTle888,,,London-United Kingdom,2012,123.0,54.0,5.0,0.0,2.0,14.0,13.0,25.0,"['Art and Architecture Lover', 'Like a Local', 'History Buff', 'Nature Lover']",GB
doug88888,man,35-49,London-United Kingdom,2009,172.0,189.0,6.0,8.0,13.0,32.0,72.0,70.0,[],GB
FLworldwanderer,Man,,Tampa-Florida,2011,667.0,852.0,6.0,0.0,5.0,64.0,360.0,426.0,[],US
AyeshaB786,Woman,,Johannesburg-South Africa,2014,16.0,31.0,4.0,0.0,0.0,6.0,12.0,13.0,"['Foodie', 'Shopping Fanatic', 'Nature Lover', 'Peace and Quiet Seeker']",ZA
141yulianah,,,,2018,52.0,183.0,6.0,1.0,2.0,24.0,66.0,90.0,[],
Karine9972,woman,35-49,Coral Springs-Florida,2014,49.0,58.0,5.0,0.0,1.0,7.0,20.0,31.0,[],US
grwpl,,,Munich-Germany,2013,318.0,127.0,6.0,11.0,55.0,357.0,629.0,129.0,"['Foodie', 'Nature Lover', 'Peace and Quiet Seeker', 'Luxury Traveler']",DE
George1205050505,man,35-49,Leeds-United Kingdom,2012,69.0,59.0,5.0,2.0,4.0,12.0,14.0,32.0,[],GB
JLWK2015,,,Ponte Vedra Beach-Florida,2008,118.0,311.0,6.0,10.0,44.0,88.0,79.0,99.0,[],US
K8515BJdang,man,,Vail-Arizona,2017,481.0,182.0,6.0,0.0,2.0,6.0,36.0,144.0,"['60+ Traveler', 'Peace and Quiet Seeker', 'Beach Goer']",US
Strabulsi,Woman,,Riyadh-Saudi Arabia,2013,30.0,48.0,5.0,0.0,2.0,1.0,15.0,30.0,[],SA
757bettyf,,,Houston-Texas,2014,53.0,157.0,6.0,0.0,4.0,8.0,40.0,110.0,"['Art and Architecture Lover', 'Nature Lover', 'Peace and Quiet Seeker']",US
jimdI6844CW,,,Falcon-Colorado,2016,140.0,72.0,5.0,0.0,18.0,13.0,30.0,12.0,[],US
InsikJasmine,woman,25-34,Cebu,2008,23.0,12.0,3.0,1.0,0.0,3.0,5.0,3.0,[],PH
lmjack2019,,,Taylor Ridge-Illinois,2011,131.0,53.0,5.0,2.0,4.0,13.0,13.0,21.0,[],US
hemish1,,,Tel Aviv-Israel,2009,61.0,226.0,6.0,0.0,1.0,15.0,75.0,135.0,[],IL
RANIAMO,,,Pefki-Greece,2009,145.0,235.0,6.0,3.0,2.0,28.0,39.0,164.0,[],GR
kirks668,,,Homewood-Illinois,2015,24.0,46.0,4.0,0.0,0.0,12.0,15.0,19.0,[],US
Fotini_GR4EVER,woman,35-49,Athens-Greece,2012,154.0,36.0,4.0,0.0,2.0,3.0,21.0,12.0,[],GR
Viajera59,,,Monterey County-California,2008,34.0,127.0,6.0,2.0,4.0,7.0,39.0,75.0,[],US
Dublor,Man,,Budapest-Hungary,2011,5.0,15.0,3.0,0.0,0.0,1.0,6.0,8.0,[],HU
sharonhR1863DC,woman,35-49,Dubai-United Arab Emirates,2009,487.0,104.0,6.0,0.0,1.0,13.0,51.0,40.0,[],AE
imontherdagain,,,Venice,2013,14.0,35.0,4.0,1.0,0.0,1.0,1.0,34.0,[],IT
scotsdrifter,man,50-64,Scotland,2009,206.0,78.0,5.0,2.0,4.0,8.0,38.0,26.0,"['Like a Local', 'Nature Lover', 'Beach Goer']",GB
LupoCW,,,,2017,16.0,35.0,4.0,0.0,0.0,2.0,13.0,20.0,[],
RuneStenseth,,,Alesund-Norway,2016,15.0,39.0,4.0,0.0,0.0,5.0,21.0,13.0,[],NO
iamshrivastava,man,18-24,Haridwar-India,2017,11.0,47.0,6.0,0.0,1.0,1.0,5.0,43.0,[],IN
MadeInLondon82,woman,25-34,London-United Kingdom,2010,132.0,28.0,4.0,2.0,1.0,10.0,13.0,3.0,[],GB
438rebekkas,,,,2013,5.0,17.0,3.0,1.0,1.0,1.0,4.0,10.0,[],
ChrisVK,,,Sint-Laureins,2008,442.0,40.0,5.0,1.0,1.0,7.0,26.0,5.0,[],BE
MaciekM208,man,25-34,Melbourne-Australia,2013,37.0,43.0,5.0,0.0,0.0,1.0,20.0,32.0,[],AU
601jeannal,,,La Vista-Nebraska,2017,10.0,7.0,3.0,0.0,0.0,0.0,3.0,4.0,[],US
rachelcD1683SB,,,,2016,6.0,11.0,3.0,0.0,0.0,0.0,0.0,11.0,[],
irishm649,man,35-49,Zurich-Switzerland,2016,153.0,90.0,6.0,0.0,2.0,12.0,37.0,43.0,[],CH
MnxC,,,Bucharest-Romania,2012,58.0,144.0,6.0,1.0,2.0,9.0,34.0,100.0,[],RO
discoveryork,woman,35-49,York-UK,2008,84.0,22.0,4.0,1.0,1.0,0.0,7.0,14.0,[],GB
wgmsmom,,,Midlothian-Texas,2016,36.0,58.0,5.0,0.0,1.0,1.0,3.0,54.0,[],US
AntoineN898,,,,2013,20.0,12.0,3.0,0.0,0.0,0.0,2.0,12.0,[],
Reslysten54,man,50-64,Vienna-Virginia,2013,571.0,935.0,6.0,3.0,42.0,221.0,479.0,207.0,[],US
DoctorToxic,,,York-United Kingdom,2006,174.0,201.0,6.0,0.0,9.0,36.0,100.0,56.0,[],GB
Elwood_2405,Woman,,Split-Croatia,2017,31.0,48.0,5.0,0.0,0.0,3.0,3.0,45.0,[],HR
CLAUDEMontreal,man,,Montreal-Canada,2004,127.0,150.0,6.0,1.0,4.0,25.0,78.0,42.0,[],CA
289terezam,,,,2018,2.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,[],
